price_index;gdp_index;gdp_growth;unemployment;average_workers;families_wealth;families_savings;firms_wealth;firms_profit;gini_index;average_utility;inflation;average_qli
29.929;23724.096;5.426;1.92;66.845;42814.755;4013397.674;10038271.102;1633.797;0.369;38.73;0.0069;0.604
29.817;24752.799;-4.02;1.852;66.898;44665.326;4019727.109;10043557.292;-553.637;0.371;38.209;0.0094;0.6071
29.759;23730.872000000007;0.769;1.868;66.96;42906.935;4015116.236;10043852.109;670.436;0.37;38.533;0.0084;0.6053
29.493;23539.97;-8.476;1.858;66.86;41626.28;4020316.268;10039563.944;-1618.9260000000004;0.371;37.9;0.0081;0.6094
29.834;22980.49;-1.361;1.91;66.797;40828.659;4021009.119;10041367.416;132.19899999999998;0.37;38.262;0.0078;0.6127
132.739;33523.153;-6.352;45.346;28.758000000000006;53572.597;3337768.355;22814318.412;13882.903;0.35700000000000004;98.519;0.0;0.6829
150.472;123852.583;0.12;2.052;51.69300000000001;176703.63100000005;5832643.902000002;20087654.809;2873.67;0.212;224.646;0.0007;0.7761
149.985;124510.29;0.5479999999999999;1.816;51.852;179340.40600000005;5844651.802999998;20075768.627;3194.605;0.21;224.391;0.0005;0.7747
144.135;124255.935;-1.668;2.112;51.687;176119.925;5841737.112000002;20066085.505;641.54;0.212;225.303;0.0014;0.7757
125.332;31819.875;-4.949;46.849;28.146;47041.256;3250796.191;22909186.303000007;14226.237;0.35700000000000004;98.74;0.0001;0.6466
100.237;76884.7885;-0.467;2.6979999999999995;46.6445;113402.4435;3812883.8415;13407799.796999998;1734.8065;0.252;128.27300000000002;0.0032;0.74055
100.314;76164.50700000001;-1.5630000000000002;2.6855;46.63549999999999;112400.987;3806750.5935;13412205.3695;892.6189999999998;0.2495;129.62349999999998;0.00385;0.7599
100.0845;77793.86050000001;-0.15199999999999994;2.6465;46.6575;115966.88699999999;3803184.315;13409138.776500003;1906.01;0.25;128.684;0.0039;0.78285
100.4435;79083.2925;-2.205;2.668;46.6565;112559.849;3805614.8975;13407719.9755;418.055;0.253;127.8645;0.0032;0.80775
99.5605;78761.0595;-0.6025;2.569500000000001;46.6275;111567.78;3803989.0825;13406762.0315;1521.4305;0.2515;127.52;0.00315;0.8269
100.70700000000001;77108.928;-0.16350000000000006;2.6585;46.5475;111652.6225;3820065.6475;12840417.666;1889.349;0.2505;128.26100000000002;0.0038;0.7172000000000001
99.9485;77726.2055;3.4240000000000004;2.7565;46.53699999999999;112981.916;3807730.284;13410568.3825;4650.0905;0.2485;128.94549999999998;0.0032;0.7657499999999999
99.445;78357.9265;1.1855;2.6430000000000002;46.5915;113748.2935;3800635.982;13408983.008;2907.519;0.2515;128.625;0.00335;0.7917000000000001
98.97;75120.3755;-2.7665;2.5860000000000003;46.63050000000001;111461.769;3807504.738;13406359.6925;-142.98200000000003;0.252;126.972;0.0033;0.81855
98.9975;75409.26299999999;-2.251;2.6045000000000003;46.5865;110931.547;3809219.3545;13409157.383;278.217;0.252;127.8365;0.0034;0.84775
99.238;78067.52350000001;-0.376;2.6815;46.57550000000001;113246.862;3799224.4495;13408467.988;1689.4575;0.251;127.6405;0.003;0.8763000000000001
100.5615;76733.4035;-2.694;2.6710000000000003;46.585;112384.1085;3808664.3855;13409646.8675;6.485500000000003;0.25;128.453;0.00385;0.74095
98.4915;77820.272;-1.011;2.6345;46.67;111275.8835;3811057.8965;13405028.934;1263.557;0.2515;126.63600000000001;0.00335;0.7420500000000001
100.1135;76984.23199999999;-1.3030000000000002;2.6625;46.6135;110987.1825;3812588.7010000004;13409337.6785;1031.496;0.252;128.018;0.00395;0.75375
99.2965;78017.36549999999;1.6920000000000002;2.6585;46.56049999999999;115708.12800000001;3801475.6119999997;13409629.342;3356.137;0.2505;127.65700000000001;0.0029;0.77
98.906;76878.6955;1.0014999999999998;2.6315;46.651;110224.1635;3803712.372;13408477.170999998;2650.8305;0.251;128.053;0.00285;0.7786
99.712;79005.159;0.07450000000000001;2.676;46.6;114262.102;3810720.5715;13408622.289;2168.4375;0.2515;127.817;0.0032;0.79125
99.6035;78802.6685;-0.988;2.6675;46.62300000000001;112184.267;3812310.001;13407797.53;1369.5375;0.2525;127.4565;0.0045;0.7313000000000001
99.317;77165.1175;-1.39;2.6075;46.6685;112693.88;3812316.7945;13409903.393;1013.377;0.2505;129.55650000000003;0.00345;0.75885
99.935;79724.2395;1.5225;2.569;46.6625;111379.4615;3801234.4395;13410545.213;3274.640000000001;0.2495;128.695;0.00245;0.7558
99.802;78570.3495;0.264;2.6985;46.615;112023.5255;3810829.8735;13409721.7025;2268.8785000000007;0.251;128.6215;0.00335;0.7571
99.6125;76432.8565;-0.32799999999999996;2.6435;46.6425;111122.409;3814844.451;13409005.117;1714.0665;0.252;128.12900000000002;0.00255;0.7573
99.433;76334.198;0.7250000000000001;2.6889999999999996;46.5535;112472.7555;3810514.8035;13408605.062;2474.1605;0.251;127.8775;0.0038;0.7604
99.574;76867.372;1.2345;2.5655;46.636;112020.085;3810852.2055;13407539.049;2808.1079999999997;0.252;127.15700000000001;0.0028;0.7596499999999999
99.6025;80792.3445;0.11250000000000004;2.5839999999999996;46.6045;114761.293;3807429.5689999997;13408702.355999999;2084.99;0.25;128.0555;0.0027;0.7655
98.8345;77490.2135;1.8785;2.631;46.603;111709.2295;3807623.152;13407804.7355;3467.764;0.251;127.8305;0.00345;0.75515
99.7875;77451.2005;-0.135;2.678;46.5335;112239.2425;3806309.6580000003;13409407.968000002;1950.1505;0.2505;128.4625;0.0029;0.75615
100.3145;77223.478;-0.313;2.6695;46.598;114568.9115;3806835.648;13408633.776;1761.3575;0.2515;127.87899999999999;0.00345;0.75995
101.0665;77591.77249999999;-1.3375;2.6565000000000003;46.5675;111444.185;3803151.4760000003;13410929.6835;988.0535;0.25;129.0355;0.0036;0.7624500000000001
100.7315;78957.92749999999;-1.162;2.7075;46.5805;113523.9685;3805228.315;13411521.028500002;1185.8295;0.251;129.37099999999998;0.0032500000000000003;0.7605
1.801;66117.1245;-4.839;2.7805;46.461000000000006;97936.1765;3188634.1995;13238840.795999998;-1316.7875;0.198;310.2365;0.0;0.8756999999999999
129.1365;73389.29250000001;4.026;2.397;46.7855;108379.409;3847206.87;12602066.325;4525.2570000000005;0.2655;113.1205;0.00515;0.7457
26.045;74094.38;2.535;2.62;46.5385;106735.616;3657730.3135;12774450.2775;3750.9825;0.2105;204.2645;0.00055;0.8145
48.0445;77227.3365;-0.07400000000000001;2.761;46.573;111297.7145;3730287.7185;12703345.98;2081.823;0.2245;171.252;0.0012;0.7854000000000001
69.83949999999999;71451.44750000001;-1.2315;2.5125;46.6445;107758.0955;3773283.3775;12664439.5855;948.4625;0.2345;150.1795;0.0029;0.77805
89.73949999999998;77456.52549999999;-0.7390000000000001;2.7075;46.59;110106.688;3799249.6655;12638435.8315;1493.3414999999998;0.2465;135.8255;0.00345;0.7659999999999999
110.586;73779.04849999999;0.9790000000000001;2.4210000000000003;46.7115;110783.8725;3819692.5715;12618645.371;2446.6025;0.255;124.0975;0.00285;0.75835
96.763;26306.996;2.5;47.288;35.904;39148.237;2594986.219;11452087.613;12650.362;0.411;67.47399999999999;0.001;0.6238
102.676;71154.746;-1.939;2.137;66.53699999999999;106283.719;3709167.617;10236648.514;154.53799999999995;0.24;147.213;0.0028;0.6662
102.151;70935.768;-4.699;2.5340000000000003;66.366;107301.692;3678341.893;10266153.505;-1433.421;0.24;146.083;0.0034;0.6633
103.322;73984.914;4.293;2.096;66.672;111117.912;3698450.661;10243335.169;4540.547000000001;0.239;146.54;0.0005;0.6672
102.352;73037.478;-1.839;2.372;66.382;110226.389;3681338.976;10250614.147;506.913;0.237;146.14600000000004;0.0043;0.6695
99.12;75418.893;1.106;2.316;66.499;110499.562;3690608.122;10245117.341;2587.46;0.237;145.895;0.0026;0.6682
85.552;26354.526;0.229;48.03;35.354;38304.07700000001;2542831.206;11504777.307;12712.598;0.41;68.436;0.0003;0.5758
69.673;11551.254;-6.14;3.503;66.45100000000001;19025.598;1640978.729;4867318.095;-293.017;0.375;62.833;0.0008;0.5552
91.102;17539.233;-2.92;3.399;66.62;24731.673;1886012.752;4939550.552;54.333;0.308;84.944;0.0;0.6346
98.732;18917.659;-1.521;3.2710000000000004;66.418;28370.491;1943260.972;4909697.572;448.747;0.285;92.636;0.0;0.6231
102.258;22246.938;4.66;3.335;66.332;30680.439;1949686.773;5024763.326;1688.376;0.273;89.895;0.0014;0.6146
98.478;23321.522;-0.145;3.297;66.484;32125.51;1977809.721;4721470.84;804.827;0.27;83.186;0.0007;0.5988
99.45;38111.829;-0.546;2.875;66.861;54354.86900000001;1826330.282;5135104.351;889.643;0.241;146.594;0.0032;0.6657
100.831;37768.974;-1.228;2.597;67.092;53582.668;1822423.663;5122823.63;487.229;0.241;145.953;0.0026;0.6627
103.158;33991.046;-2.787;2.257;67.065;53771.377;1832625.835;5129338.717;-132.2;0.239;147.281;0.0012;0.6135
102.31;37042.227;4.255;2.264;67.20100000000001;55232.747;1836106.455;5120517.859;2591.094;0.24;145.453;0.0015;0.6623
132.739;33523.153;-6.352;45.346;28.758000000000006;53572.597;3337768.355;22814318.412;13882.903;0.35700000000000004;98.519;0.0;0.6829
150.472;123852.583;0.12;2.052;51.69300000000001;176703.63100000005;5832643.902000002;20087654.809;2873.67;0.212;224.646;0.0007;0.7761
149.985;124510.29;0.5479999999999999;1.816;51.852;179340.40600000005;5844651.802999998;20075768.627;3194.605;0.21;224.391;0.0005;0.7747
144.135;124255.935;-1.668;2.112;51.687;176119.925;5841737.112000002;20066085.505;641.54;0.212;225.303;0.0014;0.7757
125.332;31819.875;-4.949;46.849;28.146;47041.256;3250796.191;22909186.303000007;14226.237;0.35700000000000004;98.74;0.0001;0.6466
143.524;125646.796;3.173;2.67;51.541;182533.658;5775435.438999998;20130245.527;7202.776;0.212;222.1;0.0013;0.777
198.108;147844.513;-1.872;24.244;39.938;211140.663;6556423.307;19374001.027;-2700.016;0.229;252.013;0.0004;0.7768
100.3235;78082.4625;0.865;2.661;46.4475;111116.4835;3812807.3239999996;12669089.632;2747.598;0.252;129.00099999999998;0.0033;0.7585500000000001
99.1125;78003.177;1.4634999999999998;2.3585000000000003;47.0225;113019.6485;3828593.9515;12614770.2245;2963.0825;0.2515;127.844;0.0033;0.7585
96.0265;77711.28050000001;-0.9965;1.9195;47.396;115197.337;3741217.2565;12697303.613000002;751.2505;0.256;123.05;0.0024;0.75275
90.4675;64490.612;-0.86;4.581;46.431999999999995;93548.09800000001;3543818.1375;12920512.961999996;2447.8885;0.2745;113.931;0.0046;0.74275
82.255;58501.8655;2.4165;11.165999999999999;43.743;84869.2;3318199.9355;13160692.959;7719.044;0.302;99.7485;0.00205;0.7328
77.51899999999999;41991.8905;3.2315;22.6755;38.8065;64400.1475;3076336.814;13431992.742999999;10496.847000000002;0.3385;85.646;0.00375;0.7222999999999999
73.06700000000002;31899.3205;1.029;41.5955;31.082500000000003;44959.18400000001;2834690.4965;13699503.123;13130.4605;0.382;71.811;0.00175;0.70865
50.7935;35027.4635;-3.4945;2.7305;46.45050000000001;71789.8;3908369.2825;13349772.4195;-234.951;0.3175;79.04650000000002;0.00255;0.7268
63.8195;46157.7745;-1.535;2.7645;46.4725;81820.121;3883136.0525;13366229.364999998;384.12799999999993;0.29500000000000004;92.0795;0.00215;0.7338
84.40899999999998;60332.7205;-0.797;2.675;46.55199999999999;95924.398;3847074.79;13390866.4065;1146.33;0.2685;113.0775;0.0019;0.7461
108.3935;75821.37099999997;-2.2510000000000003;2.4975000000000005;46.6465;113693.931;3800399.4689999996;13417117.3135;254.27599999999995;0.245;135.558;0.004;0.76075
149.3385;116742.007;0.627;2.3440000000000003;46.786;150310.25449999998;3720691.966;13453249.538;3406.4345000000008;0.217;169.611;0.00305;0.7819
207.52;180669.3215;1.5985;2.3215000000000003;46.8075;212599.8895;3625166.8945;13500207.627;6686.530000000002;0.195;213.9425;0.007599999999999998;0.8116
300.8905;234680.39399999997;-0.5835000000000001;2.245;46.929;259809.6245;3505974.055;13557280.3045;3584.8005000000007;0.177;272.59950000000003;0.0108;0.84125
98.7725;77244.20599999999;-0.3295;2.6125;46.6605;111647.4035;3815716.889;12625860.1635;1731.5745000000004;0.2515;127.3605;0.00315;0.7593
488.407;255031.443;-1.385;2.801;46.529;375028.38;2471232.31;13671430.608;3506.7555;0.149;748.296;0.00035;1.14135
763.245;318030.18450000003;0.5295;2.821;46.591;467064.75299999997;1732402.1275;14289177.0325;10171.0165;0.145;1121.8455;0.00025;1.36175
989.2489999999999;331181.4755;-0.48;2.812;46.5355;493170.0995;1268806.2134999998;14699582.2895;7156.424;0.149;1371.0475;0.0;1.5167000000000002
1168.8015;320754.80500000005;-2.1845;2.7885;46.586000000000006;469140.3655;1003471.0135;14965798.238;1629.011;0.149;1574.5305;0.0;1.6334
1316.0735;294756.895;-1.6630000000000005;2.837;46.56099999999999;431415.023;874872.0059999999;15103310.964000002;3146.445;0.14800000000000002;1657.3210000000001;0.0;1.6804
1378.5625;244144.618;-0.8560000000000001;2.8595;46.5005;352331.0605;776643.2025;15261239.763;4191.826;0.1525;1690.2020000000002;0.0;1.68405
130.029;74169.6805;1.182;2.478;47.078;110109.3235;3679466.8085;12299769.087000001;2723.284;0.2655;106.3795;0.00465;0.70085
107.149;67322.91649999999;0.0595;2.5610000000000004;47.0305;99690.472;3661453.0485;12324610.826;1847.5185;0.2545;120.94400000000002;0.00575;0.7115
81.56;68125.582;-2.4325;2.612;47.0365;101407.037;3634326.4085;12348273.0085;144.72950000000003;0.248;134.9905;0.00315;0.71995
62.8725;76391.878;2.5095;2.6665;46.9965;110341.9755;3589836.2165;12379124.2055;4018.9125;0.2465;151.42950000000005;0.002;0.7263
47.3545;74841.724;0.18100000000000002;2.83;46.9385;109082.20300000001;3555304.939;12412909.9815;2300.5575;0.2485;167.94299999999996;0.0012;0.73765
35.318000000000005;71230.342;-2.1905;2.8004999999999995;46.8635;104615.359;3518880.369;12451078.531;381.2515;0.254;183.05650000000003;0.0006;0.7507999999999999
26.4705;72277.16900000001;-1.851;2.8455;46.926;106965.616;3472218.432;12495260.594499998;719.3315;0.2655;198.0525;0.0005;0.75935
138.55899999999997;67186.66900000001;-1.3755;4.293;65.24199999999999;96847.7225;3334574.05;10130827.826;2032.302;0.213;226.3195;0.0;0.7174
126.3835;71389.992;0.29050000000000004;4.2365;65.2485;100124.259;3424307.6745;10049573.872000001;3311.4040000000005;0.219;210.2645;0.00045;0.70335
118.6575;74758.04500000001;-3.0889999999999995;2.8685;66.132;108515.8855;3543367.7;9920247.066;-38.01949999999994;0.2215;185.0875;0.0;0.69455
100.8875;75513.619;-1.3565;2.3895;66.53800000000001;109144.3185;3697337.539;9771988.452;956.6160000000001;0.239;146.9725;0.00315;0.66735
67.931;57472.011;-5.8575;1.9725;66.8685;94169.8225;3905933.8565;9587894.849;-2129.333;0.3065;82.03450000000002;0.008650000000000001;0.6245499999999999
17.3525;15433.607;1.955;1.834;66.92949999999999;54284.342;4055013.4935;9478842.987;566.743;0.4175;25.6115;0.00965;0.58975
2.1355;2125.0640000000008;-0.01100000000000001;1.6255;67.01849999999999;42910.8325;4108847.889;9441141.116;35.455999999999996;0.39;7.291;0.0036;0.57985
11.075;11393.311000000003;4.8210000000000015;2.014;66.668;51196.863;4055679.554;9476877.905;760.988;0.41;19.044;0.0098;0.5848
74.866;69565.076;-1.972;1.922;66.84100000000001;106764.967;3844377.301;9630946.601;-46.595;0.289;90.917;0.0075;0.63
106.753;77245.468;-2.255;2.5610000000000004;66.192;111020.657;3619258.723;9842207.035;521.569;0.231;160.713;0.0;0.6765
117.744;75596.481;3.015;3.894;65.458;106538.36;3472966.552;10001593.806;5144.91;0.222;194.877;0.0003;0.7007
129.18;68830.531;1.359;4.493;65.09;94589.715;3376233.925;10088985.65;3697.023;0.218;214.246;0.0;0.7107
152.511;71675.604;-1.578;4.246;64.991;98271.728;3325037.01;10141553.076;2115.6910000000007;0.212;227.776;0.0;0.7225
160.67700000000005;65739.963;2.729;4.609;64.976;95242.347;3264704.361;10198149.592;4705.103;0.212;236.612;0.0;0.7219
100.5205;38396.3645;0.5255000000000001;2.5445;67.02600000000001;55349.283;1831907.0840000003;5055692.989;1189.389;0.2385;145.619;0.003650000000000001;0.66185
101.3935;36926.754;0.6105;2.678;66.9975;52255.107;1830521.582;4830891.5030000005;1298.392;0.2385;146.43650000000005;0.003;0.617
69.72399999999999;27819.261;4.976;1.844;67.655;41899.303;1529026.065;4918014.295;1862.413;0.299;98.452;0.0016;0.606
96.696;39144.707;3.132;2.224;67.312;54960.115;1798360.928;5111608.8330000015;2191.703;0.25;146.00799999999995;0.0022;0.6744
96.339;40077.337;1.721;2.571;66.875;56700.156;1846671.517;4948863.726;1526.3829999999996;0.238;136.77200000000002;0.0023;0.6504
96.45;37948.067;-6.165;2.268;67.234;54682.351;1903379.013;4857619.26;-1417.188;0.238;124.472;0.003;0.6372
90.081;38438.014;-2.081;2.211;67.139;56274.05;1928056.705;4867002.603999998;337.298;0.242;106.045;0.005;0.6243
100.774;38712.656;-0.63;2.253;67.155;56757.459;1828124.468;5089215.813999998;695.835;0.241;147.757;0.0025;0.6673
100.335;38119.536;3.49;2.8080000000000003;66.913;53529.541;1821256.094;4922698.781;2381.748;0.245;142.916;0.003;0.6666
99.076;40108.392;0.262;2.149;67.098;56840.408;1827353.381;4937095.842;920.039;0.25;138.411;0.0033;0.6737
96.524;39071.72;0.547;2.182;67.332;57331.16099999999;1844709.962;5032975.321;1014.128;0.255;135.309;0.0015;0.6838
95.107;38568.582;-1.979;2.103;67.23899999999999;57002.392;1834446.071;5058671.975;15.967;0.259;133.408;0.0028;0.6826
95.627;39735.17;0.894;2.09;67.39399999999999;54759.906;1846996.435;4787773.7930000005;1240.752;0.258;131.829;0.002;0.6719
94.857;39421.229;-1.149;2.017;67.516;54788.868;1852397.748;4804501.9180000005;338.249;0.264;128.436;0.0019;0.6797
97.744;38027.961;0.787;2.79;66.878;54294.294;1822049.344;5154979.154;1430.689;0.243;143.14600000000004;0.0029;0.6577
99.602;38485.94;3.584;2.518;67.05199999999999;55382.181;1826443.233;5143917.568;2385.93;0.243;144.244;0.003;0.6622
97.633;40215.119;-0.071;2.767;66.685;55994.488;1817303.912;5165257.89;1001.179;0.243;141.881;0.0037;0.6623
100.123;37817.229;0.068;2.555;67.188;53699.141;1825900.077;5154595.495;739.113;0.243;145.984;0.0026;0.6597
97.548;35621.495;3.41;3.035;66.88600000000001;54495.158;1826574.117;5152471.473;2481.251;0.242;144.243;0.0011;0.6622
99.736;37973.857;1.382;2.651;66.851;55254.89599999999;1826346.425;5151499.554;1529.1570000000004;0.239;146.67;0.0029;0.6579999999999999
100.871;35678.355;-2.314;2.481;67.101;53609.473;1827327.114;5151984.146000002;83.398;0.239;146.39700000000005;0.0036;0.6605
101.645;35911.233;2.908;2.7910000000000004;66.921;54867.243;1824960.222;5069903.912;2153.027;0.24;145.445;0.0015;0.6626
101.564;73241.058;1.3530000000000002;2.206;66.669;107419.624;3693715.642;9761528.877;2656.332000000001;0.238;146.826;0.0033;0.6667
101.885;107625.669;-0.391;2.318;66.37;159389.797;5502778.517999998;15550097.428;2649.4120000000007;0.239;145.072;0.0029;0.6669
100.163;155415.016;0.862;2.32;66.229;221131.765;7363333.317000002;20624477.854;5139.938;0.239;145.556;0.0033;0.6687
100.74;190592.336;-1.273;2.228;66.19;277600.974;9197745.838;25418275.278;2055.248;0.241;146.28799999999995;0.003;0.6677
